msa,date,employmentTotal,employmentChange,unemploymentRate,unemploymentChange
"Dallas-Fort Worth-Arlington, TX",Jan-1990,2144983,,4.9264,
"Dallas-Fort Worth-Arlington, TX",Feb-1990,2154888,,5.182,
"Dallas-Fort Worth-Arlington, TX",Mar-1990,2170434,,4.6637,
"Dallas-Fort Worth-Arlington, TX",Apr-1990,2171635,,4.8143,
"Dallas-Fort Worth-Arlington, TX",May-1990,2176130,,5.218,
"Dallas-Fort Worth-Arlington, TX",Jun-1990,2200754,,5.5421,
"Dallas-Fort Worth-Arlington, TX",Jul-1990,2213812,,5.4002,
"Dallas-Fort Worth-Arlington, TX",Aug-1990,2203688,,5.1077,
"Dallas-Fort Worth-Arlington, TX",Sep-1990,2188989,,5.2665,
"Dallas-Fort Worth-Arlington, TX",Oct-1990,2196706,,4.9396,
"Dallas-Fort Worth-Arlington, TX",Nov-1990,2191257,,5.3686,
"Dallas-Fort Worth-Arlington, TX",Dec-1990,2194069,,5.1445,
"Dallas-Fort Worth-Arlington, TX",Jan-1991,2154002,,5.4679,
"Dallas-Fort Worth-Arlington, TX",Feb-1991,2149160,-0.27,6.0957,0.91
"Dallas-Fort Worth-Arlington, TX",Mar-1991,2156653,-0.63,6.1643,1.5
"Dallas-Fort Worth-Arlington, TX",Apr-1991,2179237,0.35,6.0122,1.2
"Dallas-Fort Worth-Arlington, TX",May-1991,2170570,-0.26,6.444,1.23
"Dallas-Fort Worth-Arlington, TX",Jun-1991,2199588,-0.05,6.887,1.34
"Dallas-Fort Worth-Arlington, TX",Jul-1991,2214998,0.05,6.6348,1.23
"Dallas-Fort Worth-Arlington, TX",Aug-1991,2192278,-0.52,6.4871,1.38
"Dallas-Fort Worth-Arlington, TX",Sep-1991,2191423,0.11,6.5443,1.28
"Dallas-Fort Worth-Arlington, TX",Oct-1991,2193191,-0.16,6.482,1.54
"Dallas-Fort Worth-Arlington, TX",Nov-1991,2188468,-0.13,6.5299,1.16
"Dallas-Fort Worth-Arlington, TX",Dec-1991,2185217,-0.4,6.4246,1.28
"Dallas-Fort Worth-Arlington, TX",Jan-1992,2160750,0.31,7.2112,1.74
"Dallas-Fort Worth-Arlington, TX",Feb-1992,2161472,0.57,7.1641,1.07
"Dallas-Fort Worth-Arlington, TX",Mar-1992,2176455,0.92,6.8936,0.73
"Dallas-Fort Worth-Arlington, TX",Apr-1992,2191370,0.56,6.8385,0.83
"Dallas-Fort Worth-Arlington, TX",May-1992,2196640,1.2,6.9453,0.5
"Dallas-Fort Worth-Arlington, TX",Jun-1992,2219884,0.92,7.5848,0.7
"Dallas-Fort Worth-Arlington, TX",Jul-1992,2240480,1.15,7.0869,0.45
"Dallas-Fort Worth-Arlington, TX",Aug-1992,2230385,1.74,6.8592,0.37
"Dallas-Fort Worth-Arlington, TX",Sep-1992,2215872,1.12,6.8523,0.31
"Dallas-Fort Worth-Arlington, TX",Oct-1992,2220493,1.24,6.4666,-0.02
"Dallas-Fort Worth-Arlington, TX",Nov-1992,2221996,1.53,6.771,0.24
"Dallas-Fort Worth-Arlington, TX",Dec-1992,2227534,1.94,6.3347,-0.09
"Dallas-Fort Worth-Arlington, TX",Jan-1993,2194406,1.56,7.0898,-0.12
"Dallas-Fort Worth-Arlington, TX",Feb-1993,2207750,2.14,6.7139,-0.45
"Dallas-Fort Worth-Arlington, TX",Mar-1993,2222946,2.14,6.2584,-0.64
"Dallas-Fort Worth-Arlington, TX",Apr-1993,2225903,1.58,5.9888,-0.85
"Dallas-Fort Worth-Arlington, TX",May-1993,2242815,2.1,6.0504,-0.89
"Dallas-Fort Worth-Arlington, TX",Jun-1993,2273243,2.4,6.4898,-1.09
"Dallas-Fort Worth-Arlington, TX",Jul-1993,2290717,2.24,6.1037,-0.98
"Dallas-Fort Worth-Arlington, TX",Aug-1993,2288124,2.59,6.0591,-0.8
"Dallas-Fort Worth-Arlington, TX",Sep-1993,2267896,2.35,5.9151,-0.94
"Dallas-Fort Worth-Arlington, TX",Oct-1993,2279981,2.68,5.8125,-0.65
"Dallas-Fort Worth-Arlington, TX",Nov-1993,2292921,3.19,5.7275,-1.04
"Dallas-Fort Worth-Arlington, TX",Dec-1993,2298003,3.16,5.3138,-1.02
"Dallas-Fort Worth-Arlington, TX",Jan-1994,2276626,3.75,6.073,-1.02
"Dallas-Fort Worth-Arlington, TX",Feb-1994,2283885,3.45,6.0447,-0.67
"Dallas-Fort Worth-Arlington, TX",Mar-1994,2292225,3.12,5.7795,-0.48
"Dallas-Fort Worth-Arlington, TX",Apr-1994,2305252,3.56,5.4787,-0.51
"Dallas-Fort Worth-Arlington, TX",May-1994,2326237,3.72,5.2377,-0.81
"Dallas-Fort Worth-Arlington, TX",Jun-1994,2344793,3.15,5.7553,-0.73
"Dallas-Fort Worth-Arlington, TX",Jul-1994,2360401,3.04,5.598,-0.51
"Dallas-Fort Worth-Arlington, TX",Aug-1994,2361227,3.19,5.3387,-0.72
"Dallas-Fort Worth-Arlington, TX",Sep-1994,2354575,3.82,5.1016,-0.81
"Dallas-Fort Worth-Arlington, TX",Oct-1994,2369018,3.91,4.8215,-0.99
"Dallas-Fort Worth-Arlington, TX",Nov-1994,2376092,3.63,4.7579,-0.97
"Dallas-Fort Worth-Arlington, TX",Dec-1994,2382950,3.7,4.3159,-1
"Dallas-Fort Worth-Arlington, TX",Jan-1995,2350394,3.24,5.1821,-0.89
"Dallas-Fort Worth-Arlington, TX",Feb-1995,2365977,3.59,4.6625,-1.38
"Dallas-Fort Worth-Arlington, TX",Mar-1995,2380869,3.87,4.5267,-1.25
"Dallas-Fort Worth-Arlington, TX",Apr-1995,2388390,3.61,4.6501,-0.83
"Dallas-Fort Worth-Arlington, TX",May-1995,2387899,2.65,4.5899,-0.65
"Dallas-Fort Worth-Arlington, TX",Jun-1995,2408416,2.71,5.1265,-0.63
"Dallas-Fort Worth-Arlington, TX",Jul-1995,2426827,2.81,5.0855,-0.51
"Dallas-Fort Worth-Arlington, TX",Aug-1995,2418908,2.44,4.9138,-0.42
"Dallas-Fort Worth-Arlington, TX",Sep-1995,2411450,2.42,4.8544,-0.25
"Dallas-Fort Worth-Arlington, TX",Oct-1995,2427051,2.45,4.578,-0.24
"Dallas-Fort Worth-Arlington, TX",Nov-1995,2424907,2.05,4.4757,-0.28
"Dallas-Fort Worth-Arlington, TX",Dec-1995,2426153,1.81,4.1899,-0.13
"Dallas-Fort Worth-Arlington, TX",Jan-1996,2400413,2.13,4.872,-0.31
"Dallas-Fort Worth-Arlington, TX",Feb-1996,2419076,2.24,4.3771,-0.29
"Dallas-Fort Worth-Arlington, TX",Mar-1996,2438471,2.42,4.2556,-0.27
"Dallas-Fort Worth-Arlington, TX",Apr-1996,2447014,2.45,4.0611,-0.59
"Dallas-Fort Worth-Arlington, TX",May-1996,2460243,3.03,4.0748,-0.52
"Dallas-Fort Worth-Arlington, TX",Jun-1996,2489269,3.36,4.2512,-0.88
"Dallas-Fort Worth-Arlington, TX",Jul-1996,2513442,3.57,4.1356,-0.95
"Dallas-Fort Worth-Arlington, TX",Aug-1996,2503813,3.51,3.8161,-1.1
"Dallas-Fort Worth-Arlington, TX",Sep-1996,2503398,3.81,3.7751,-1.08
"Dallas-Fort Worth-Arlington, TX",Oct-1996,2518720,3.78,3.6624,-0.92
"Dallas-Fort Worth-Arlington, TX",Nov-1996,2517024,3.8,3.7627,-0.71
"Dallas-Fort Worth-Arlington, TX",Dec-1996,2525183,4.08,3.4643,-0.73
"Dallas-Fort Worth-Arlington, TX",Jan-1997,2503041,4.28,3.9911,-0.88
"Dallas-Fort Worth-Arlington, TX",Feb-1997,2507991,3.68,4.0422,-0.33
"Dallas-Fort Worth-Arlington, TX",Mar-1997,2536101,4,3.8633,-0.39
"Dallas-Fort Worth-Arlington, TX",Apr-1997,2550449,4.23,3.479,-0.58
"Dallas-Fort Worth-Arlington, TX",May-1997,2562900,4.17,3.5313,-0.54
"Dallas-Fort Worth-Arlington, TX",Jun-1997,2583345,3.78,4.0389,-0.21
"Dallas-Fort Worth-Arlington, TX",Jul-1997,2604594,3.63,3.8707,-0.26
"Dallas-Fort Worth-Arlington, TX",Aug-1997,2596494,3.7,3.7348,-0.08
"Dallas-Fort Worth-Arlington, TX",Sep-1997,2589014,3.42,3.687,-0.09
"Dallas-Fort Worth-Arlington, TX",Oct-1997,2604028,3.39,3.3232,-0.34
"Dallas-Fort Worth-Arlington, TX",Nov-1997,2621979,4.17,3.1762,-0.59
"Dallas-Fort Worth-Arlington, TX",Dec-1997,2626798,4.02,3.0112,-0.45
"Dallas-Fort Worth-Arlington, TX",Jan-1998,2584576,3.26,3.5252,-0.47
"Dallas-Fort Worth-Arlington, TX",Feb-1998,2595562,3.49,3.3556,-0.69
"Dallas-Fort Worth-Arlington, TX",Mar-1998,2607962,2.83,3.3728,-0.49
"Dallas-Fort Worth-Arlington, TX",Apr-1998,2624671,2.91,2.9719,-0.51
"Dallas-Fort Worth-Arlington, TX",May-1998,2629727,2.61,3.2376,-0.29
"Dallas-Fort Worth-Arlington, TX",Jun-1998,2646080,2.43,3.7949,-0.24
"Dallas-Fort Worth-Arlington, TX",Jul-1998,2662034,2.21,3.7756,-0.1
"Dallas-Fort Worth-Arlington, TX",Aug-1998,2653157,2.18,3.4752,-0.26
"Dallas-Fort Worth-Arlington, TX",Sep-1998,2661441,2.8,3.3964,-0.29
"Dallas-Fort Worth-Arlington, TX",Oct-1998,2678961,2.88,3.129,-0.19
"Dallas-Fort Worth-Arlington, TX",Nov-1998,2691468,2.65,2.9342,-0.24
"Dallas-Fort Worth-Arlington, TX",Dec-1998,2703856,2.93,2.6766,-0.33
"Dallas-Fort Worth-Arlington, TX",Jan-1999,2682642,3.79,3.115,-0.41
"Dallas-Fort Worth-Arlington, TX",Feb-1999,2688293,3.57,3.0354,-0.32
"Dallas-Fort Worth-Arlington, TX",Mar-1999,2704130,3.69,2.8662,-0.51
"Dallas-Fort Worth-Arlington, TX",Apr-1999,2713911,3.4,2.8881,-0.08
"Dallas-Fort Worth-Arlington, TX",May-1999,2718127,3.36,2.9385,-0.3
"Dallas-Fort Worth-Arlington, TX",Jun-1999,2730460,3.19,3.4296,-0.37
"Dallas-Fort Worth-Arlington, TX",Jul-1999,2745812,3.15,3.4135,-0.36
"Dallas-Fort Worth-Arlington, TX",Aug-1999,2733901,3.04,3.2589,-0.22
"Dallas-Fort Worth-Arlington, TX",Sep-1999,2725285,2.4,3.3444,-0.05
"Dallas-Fort Worth-Arlington, TX",Oct-1999,2751233,2.7,3.1841,0.06
"Dallas-Fort Worth-Arlington, TX",Nov-1999,2757471,2.45,3.0879,0.15
"Dallas-Fort Worth-Arlington, TX",Dec-1999,2770747,2.47,2.8598,0.18
"Dallas-Fort Worth-Arlington, TX",Jan-2000,2734576,1.94,3.8261,0.71
"Dallas-Fort Worth-Arlington, TX",Feb-2000,2738152,1.85,3.786,0.75
"Dallas-Fort Worth-Arlington, TX",Mar-2000,2748097,1.63,3.7051,0.84
"Dallas-Fort Worth-Arlington, TX",Apr-2000,2773299,2.19,3.256,0.37
"Dallas-Fort Worth-Arlington, TX",May-2000,2755415,1.37,3.5248,0.59
"Dallas-Fort Worth-Arlington, TX",Jun-2000,2777404,1.72,3.8761,0.45
"Dallas-Fort Worth-Arlington, TX",Jul-2000,2775598,1.08,3.7329,0.32
"Dallas-Fort Worth-Arlington, TX",Aug-2000,2767454,1.23,3.7339,0.47
"Dallas-Fort Worth-Arlington, TX",Sep-2000,2772903,1.75,3.5052,0.16
"Dallas-Fort Worth-Arlington, TX",Oct-2000,2798312,1.71,3.2386,0.05
"Dallas-Fort Worth-Arlington, TX",Nov-2000,2802320,1.63,3.2085,0.12
"Dallas-Fort Worth-Arlington, TX",Dec-2000,2819951,1.78,2.8482,-0.01
"Dallas-Fort Worth-Arlington, TX",Jan-2001,2800842,2.42,3.5728,-0.25
"Dallas-Fort Worth-Arlington, TX",Feb-2001,2801167,2.3,3.478,-0.31
"Dallas-Fort Worth-Arlington, TX",Mar-2001,2804403,2.05,3.7574,0.05
"Dallas-Fort Worth-Arlington, TX",Apr-2001,2805845,1.17,3.8348,0.58
"Dallas-Fort Worth-Arlington, TX",May-2001,2791710,1.32,4.006,0.48
"Dallas-Fort Worth-Arlington, TX",Jun-2001,2790486,0.47,4.8159,0.94
"Dallas-Fort Worth-Arlington, TX",Jul-2001,2798941,0.84,4.8097,1.08
"Dallas-Fort Worth-Arlington, TX",Aug-2001,2759065,-0.3,5.1703,1.44
"Dallas-Fort Worth-Arlington, TX",Sep-2001,2769380,-0.13,5.1964,1.69
"Dallas-Fort Worth-Arlington, TX",Oct-2001,2765756,-1.16,5.401,2.16
"Dallas-Fort Worth-Arlington, TX",Nov-2001,2753679,-1.74,5.8217,2.61
"Dallas-Fort Worth-Arlington, TX",Dec-2001,2760114,-2.12,5.8001,2.95
"Dallas-Fort Worth-Arlington, TX",Jan-2002,2728653,-2.58,6.5544,2.98
"Dallas-Fort Worth-Arlington, TX",Feb-2002,2754941,-1.65,6.3559,2.88
"Dallas-Fort Worth-Arlington, TX",Mar-2002,2751774,-1.88,6.332,2.57
"Dallas-Fort Worth-Arlington, TX",Apr-2002,2753593,-1.86,6.3424,2.51
"Dallas-Fort Worth-Arlington, TX",May-2002,2753272,-1.38,6.2956,2.29
"Dallas-Fort Worth-Arlington, TX",Jun-2002,2761215,-1.05,6.8812,2.07
"Dallas-Fort Worth-Arlington, TX",Jul-2002,2764959,-1.21,6.7565,1.95
"Dallas-Fort Worth-Arlington, TX",Aug-2002,2761701,0.1,6.6445,1.47
"Dallas-Fort Worth-Arlington, TX",Sep-2002,2766618,-0.1,6.4185,1.22
"Dallas-Fort Worth-Arlington, TX",Oct-2002,2773273,0.27,6.2843,0.88
"Dallas-Fort Worth-Arlington, TX",Nov-2002,2758904,0.19,6.509,0.69
"Dallas-Fort Worth-Arlington, TX",Dec-2002,2766664,0.24,6.2914,0.49
"Dallas-Fort Worth-Arlington, TX",Jan-2003,2736181,0.28,6.9643,0.41
"Dallas-Fort Worth-Arlington, TX",Feb-2003,2740754,-0.51,6.7933,0.44
"Dallas-Fort Worth-Arlington, TX",Mar-2003,2739272,-0.45,6.6689,0.34
"Dallas-Fort Worth-Arlington, TX",Apr-2003,2754808,0.04,6.5145,0.17
"Dallas-Fort Worth-Arlington, TX",May-2003,2747359,-0.21,6.5965,0.3
"Dallas-Fort Worth-Arlington, TX",Jun-2003,2759353,-0.07,7.4181,0.54
"Dallas-Fort Worth-Arlington, TX",Jul-2003,2764803,-0.01,6.9985,0.24
"Dallas-Fort Worth-Arlington, TX",Aug-2003,2752944,-0.32,6.7603,0.12
"Dallas-Fort Worth-Arlington, TX",Sep-2003,2752160,-0.52,6.5701,0.15
"Dallas-Fort Worth-Arlington, TX",Oct-2003,2777266,0.14,6.1953,-0.09
"Dallas-Fort Worth-Arlington, TX",Nov-2003,2786349,0.99,6.0662,-0.44
"Dallas-Fort Worth-Arlington, TX",Dec-2003,2794928,1.02,5.6332,-0.66
"Dallas-Fort Worth-Arlington, TX",Jan-2004,2770550,1.26,6.3289,-0.64
"Dallas-Fort Worth-Arlington, TX",Feb-2004,2773609,1.2,6.0005,-0.79
"Dallas-Fort Worth-Arlington, TX",Mar-2004,2781001,1.52,6.0732,-0.6
"Dallas-Fort Worth-Arlington, TX",Apr-2004,2796588,1.52,5.5761,-0.94
"Dallas-Fort Worth-Arlington, TX",May-2004,2799771,1.91,5.5659,-1.03
"Dallas-Fort Worth-Arlington, TX",Jun-2004,2796394,1.34,6.1732,-1.24
"Dallas-Fort Worth-Arlington, TX",Jul-2004,2821207,2.04,5.9329,-1.07
"Dallas-Fort Worth-Arlington, TX",Aug-2004,2806857,1.96,5.6159,-1.14
"Dallas-Fort Worth-Arlington, TX",Sep-2004,2810078,2.1,5.5081,-1.06
"Dallas-Fort Worth-Arlington, TX",Oct-2004,2837766,2.18,5.4282,-0.77
"Dallas-Fort Worth-Arlington, TX",Nov-2004,2841643,1.98,5.5516,-0.51
"Dallas-Fort Worth-Arlington, TX",Dec-2004,2846389,1.84,5.3,-0.33
"Dallas-Fort Worth-Arlington, TX",Jan-2005,2806024,1.28,5.7816,-0.55
"Dallas-Fort Worth-Arlington, TX",Feb-2005,2817108,1.57,5.7157,-0.28
"Dallas-Fort Worth-Arlington, TX",Mar-2005,2824254,1.56,5.2613,-0.81
"Dallas-Fort Worth-Arlington, TX",Apr-2005,2845559,1.75,5.0646,-0.51
"Dallas-Fort Worth-Arlington, TX",May-2005,2851458,1.85,5.0572,-0.51
"Dallas-Fort Worth-Arlington, TX",Jun-2005,2855144,2.1,5.4327,-0.74
"Dallas-Fort Worth-Arlington, TX",Jul-2005,2876382,1.96,5.353,-0.58
"Dallas-Fort Worth-Arlington, TX",Aug-2005,2882645,2.7,5.2029,-0.41
"Dallas-Fort Worth-Arlington, TX",Sep-2005,2888878,2.8,5.1134,-0.39
"Dallas-Fort Worth-Arlington, TX",Oct-2005,2921387,2.95,4.7587,-0.67
"Dallas-Fort Worth-Arlington, TX",Nov-2005,2917734,2.68,5.0499,-0.5
"Dallas-Fort Worth-Arlington, TX",Dec-2005,2916375,2.46,4.8039,-0.5
"Dallas-Fort Worth-Arlington, TX",Jan-2006,2888195,2.93,5.0691,-0.71
"Dallas-Fort Worth-Arlington, TX",Feb-2006,2891522,2.64,5.1182,-0.6
"Dallas-Fort Worth-Arlington, TX",Mar-2006,2904378,2.84,4.8367,-0.42
"Dallas-Fort Worth-Arlington, TX",Apr-2006,2922079,2.69,4.7119,-0.35
"Dallas-Fort Worth-Arlington, TX",May-2006,2926206,2.62,4.7706,-0.29
"Dallas-Fort Worth-Arlington, TX",Jun-2006,2934403,2.78,5.2068,-0.23
"Dallas-Fort Worth-Arlington, TX",Jul-2006,2947004,2.46,5.1743,-0.18
"Dallas-Fort Worth-Arlington, TX",Aug-2006,2949862,2.33,4.8477,-0.36
"Dallas-Fort Worth-Arlington, TX",Sep-2006,2946019,1.98,4.6621,-0.45
"Dallas-Fort Worth-Arlington, TX",Oct-2006,2971093,1.7,4.2946,-0.46
"Dallas-Fort Worth-Arlington, TX",Nov-2006,2978949,2.1,4.3588,-0.69
"Dallas-Fort Worth-Arlington, TX",Dec-2006,2982660,2.27,3.9978,-0.81
"Dallas-Fort Worth-Arlington, TX",Jan-2007,2945921,2,4.67,-0.4
"Dallas-Fort Worth-Arlington, TX",Feb-2007,2939930,1.67,4.4421,-0.68
"Dallas-Fort Worth-Arlington, TX",Mar-2007,2960020,1.92,4.0323,-0.8
"Dallas-Fort Worth-Arlington, TX",Apr-2007,2959606,1.28,3.9332,-0.78
"Dallas-Fort Worth-Arlington, TX",May-2007,2959269,1.13,3.9761,-0.79
"Dallas-Fort Worth-Arlington, TX",Jun-2007,2971967,1.28,4.5213,-0.69
"Dallas-Fort Worth-Arlington, TX",Jul-2007,2980181,1.13,4.5867,-0.59
"Dallas-Fort Worth-Arlington, TX",Aug-2007,2980235,1.03,4.2423,-0.61
"Dallas-Fort Worth-Arlington, TX",Sep-2007,2988903,1.46,4.3072,-0.35
"Dallas-Fort Worth-Arlington, TX",Oct-2007,2994176,0.78,4.0602,-0.23
"Dallas-Fort Worth-Arlington, TX",Nov-2007,3013148,1.15,4.1004,-0.26
"Dallas-Fort Worth-Arlington, TX",Dec-2007,3005252,0.76,4.1401,0.14
"Dallas-Fort Worth-Arlington, TX",Jan-2008,2981582,1.21,4.5428,-0.13
"Dallas-Fort Worth-Arlington, TX",Feb-2008,2981976,1.43,4.3416,-0.1
"Dallas-Fort Worth-Arlington, TX",Mar-2008,2989088,0.98,4.2891,0.26
"Dallas-Fort Worth-Arlington, TX",Apr-2008,3005347,1.55,3.9818,0.05
"Dallas-Fort Worth-Arlington, TX",May-2008,3000561,1.4,4.4683,0.49
"Dallas-Fort Worth-Arlington, TX",Jun-2008,3001913,1.01,5.0046,0.48
"Dallas-Fort Worth-Arlington, TX",Jul-2008,3008438,0.95,5.1826,0.6
"Dallas-Fort Worth-Arlington, TX",Aug-2008,2993195,0.43,5.2536,1.01
"Dallas-Fort Worth-Arlington, TX",Sep-2008,2996487,0.25,5.1466,0.84
"Dallas-Fort Worth-Arlington, TX",Oct-2008,3001105,0.23,5.2101,1.15
"Dallas-Fort Worth-Arlington, TX",Nov-2008,2984494,-0.95,5.4259,1.33
"Dallas-Fort Worth-Arlington, TX",Dec-2008,2970901,-1.14,5.6911,1.55
"Dallas-Fort Worth-Arlington, TX",Jan-2009,2929686,-1.74,6.715,2.17
"Dallas-Fort Worth-Arlington, TX",Feb-2009,2923983,-1.94,6.8144,2.47
"Dallas-Fort Worth-Arlington, TX",Mar-2009,2923425,-2.2,6.7999,2.51
"Dallas-Fort Worth-Arlington, TX",Apr-2009,2948516,-1.89,6.4147,2.43
"Dallas-Fort Worth-Arlington, TX",May-2009,2936412,-2.14,7.5869,3.12
"Dallas-Fort Worth-Arlington, TX",Jun-2009,2935997,-2.2,8.7363,3.73
"Dallas-Fort Worth-Arlington, TX",Jul-2009,2952206,-1.87,8.7478,3.57
"Dallas-Fort Worth-Arlington, TX",Aug-2009,2941924,-1.71,8.6015,3.35
"Dallas-Fort Worth-Arlington, TX",Sep-2009,2936731,-1.99,8.5083,3.36
"Dallas-Fort Worth-Arlington, TX",Oct-2009,2943910,-1.91,8.3436,3.13
"Dallas-Fort Worth-Arlington, TX",Nov-2009,2949902,-1.16,8.1008,2.67
"Dallas-Fort Worth-Arlington, TX",Dec-2009,2940721,-1.02,8.0476,2.36
"Dallas-Fort Worth-Arlington, TX",Jan-2010,2967739,1.3,8.5553,1.84
"Dallas-Fort Worth-Arlington, TX",Feb-2010,2979644,1.9,8.3677,1.55
"Dallas-Fort Worth-Arlington, TX",Mar-2010,2995547,2.47,8.2611,1.46
"Dallas-Fort Worth-Arlington, TX",Apr-2010,3037865,3.03,7.8834,1.47
"Dallas-Fort Worth-Arlington, TX",May-2010,3033502,3.31,7.8551,0.27
"Dallas-Fort Worth-Arlington, TX",Jun-2010,3029463,3.18,8.2987,-0.44
"Dallas-Fort Worth-Arlington, TX",Jul-2010,3042840,3.07,8.3442,-0.4
"Dallas-Fort Worth-Arlington, TX",Aug-2010,3050210,3.68,8.1287,-0.47
"Dallas-Fort Worth-Arlington, TX",Sep-2010,3059705,4.19,7.9119,-0.6
"Dallas-Fort Worth-Arlington, TX",Oct-2010,3067383,4.19,7.7395,-0.6
