date,sales,vol,p_avg,p_med,total_listing,months_inventory,msa
Jan-1990,2500,214427500,85771,45500,22318,8.9,"Houston-The Woodlands-Sugar Land, TX"
Feb-1990,1935,171518400,88640,66231,23191,10.5,"Houston-The Woodlands-Sugar Land, TX"
Mar-1990,2554,219963250,86125,67052,24247,10.4,"Houston-The Woodlands-Sugar Land, TX"
Apr-1990,2434,221267638,90907,66949,24709,10.5,"Houston-The Woodlands-Sugar Land, TX"
May-1990,2999,258048955,86045,65923,25390,10.2,"Houston-The Woodlands-Sugar Land, TX"
Jun-1990,3204,295988724,92381,70439,25023,9.6,"Houston-The Woodlands-Sugar Land, TX"
Jul-1990,3122,285072942,91311,69618,25153,9.4,"Houston-The Woodlands-Sugar Land, TX"
Aug-1990,3627,337151412,92956,69310,24280,8.7,"Houston-The Woodlands-Sugar Land, TX"
Sep-1990,2588,217407528,84006,64794,23385,8.4,"Houston-The Woodlands-Sugar Land, TX"
Oct-1990,2805,236966400,84480,65307,23075,8.3,"Houston-The Woodlands-Sugar Land, TX"
Nov-1990,2500,214427500,85771,45500,22318,8.1,"Houston-The Woodlands-Sugar Land, TX"
Dec-1990,2220,194241120,87496,65513,21832,8.1,"Houston-The Woodlands-Sugar Land, TX"
Jan-1991,1599,139685442,87358,66642,21065,8,"Houston-The Woodlands-Sugar Land, TX"
Feb-1991,1940,149178240,76896,64179,22044,8.4,"Houston-The Woodlands-Sugar Land, TX"
Mar-1991,2191,204163953,93183,72286,22762,8.7,"Houston-The Woodlands-Sugar Land, TX"
Apr-1991,2640,234511200,88830,67565,23707,9.1,"Houston-The Woodlands-Sugar Land, TX"
May-1991,3233,303843806,93982,77110,24357,9.2,"Houston-The Woodlands-Sugar Land, TX"
Jun-1991,3184,303100880,95195,74339,25315,9.6,"Houston-The Woodlands-Sugar Land, TX"
Jul-1991,3121,304403614,97534,76596,24571,9.3,"Houston-The Woodlands-Sugar Land, TX"
Aug-1991,3287,308777493,93939,66847,24253,9.3,"Houston-The Woodlands-Sugar Land, TX"
Sep-1991,2655,233942670,88114,79162,24099,9.2,"Houston-The Woodlands-Sugar Land, TX"
Oct-1991,2481,229700904,92584,70952,23485,9.1,"Houston-The Woodlands-Sugar Land, TX"
Nov-1991,2695,185318980,68764,65000,22534,8.7,"Houston-The Woodlands-Sugar Land, TX"
Dec-1991,2370,225346710,95083,72286,19969,7.6,"Houston-The Woodlands-Sugar Land, TX"
Jan-1992,1544,135592536,87819,74647,22612,8.7,"Houston-The Woodlands-Sugar Land, TX"
Feb-1992,1677,183571128,109464,73723,23529,9.1,"Houston-The Woodlands-Sugar Land, TX"
Mar-1992,2420,247353040,102212,77315,24665,9.5,"Houston-The Woodlands-Sugar Land, TX"
Apr-1992,2439,244963404,100436,76904,25810,10,"Houston-The Woodlands-Sugar Land, TX"
May-1992,2818,271776374,96443,81420,26446,10.3,"Houston-The Woodlands-Sugar Land, TX"
Jun-1992,2938,291208684,99118,70439,26678,10.5,"Houston-The Woodlands-Sugar Land, TX"
Jul-1992,2952,283418568,96009,77007,27160,10.8,"Houston-The Woodlands-Sugar Land, TX"
Aug-1992,2954,287568946,97349,75262,26270,10.5,"Houston-The Woodlands-Sugar Land, TX"
Sep-1992,2558,247210236,96642,81112,25856,10.4,"Houston-The Woodlands-Sugar Land, TX"
Oct-1992,2114,205601298,97257,78136,25004,10.2,"Houston-The Woodlands-Sugar Land, TX"
Nov-1992,2283,197963496,86712,81523,24003,9.9,"Houston-The Woodlands-Sugar Land, TX"
Dec-1992,2368,220747328,93221,79675,22001,9.1,"Houston-The Woodlands-Sugar Land, TX"
Jan-1993,1506,149425320,99220,73415,24979,10.3,"Houston-The Woodlands-Sugar Land, TX"
Feb-1993,1864,184741040,99110,77007,25504,10.5,"Houston-The Woodlands-Sugar Land, TX"
Mar-1993,2123,219870618,103566,78752,25964,10.8,"Houston-The Woodlands-Sugar Land, TX"
Apr-1993,2304,232300800,100825,77212,27005,11.3,"Houston-The Woodlands-Sugar Land, TX"
May-1993,2535,270738000,106800,80496,26505,11.2,"Houston-The Woodlands-Sugar Land, TX"
Jun-1993,3091,335364227,108497,80599,26115,10.9,"Houston-The Woodlands-Sugar Land, TX"
Jul-1993,3017,325836000,108000,81112,26056,10.9,"Houston-The Woodlands-Sugar Land, TX"
Aug-1993,3072,323149824,105192,79983,25728,10.7,"Houston-The Woodlands-Sugar Land, TX"
Sep-1993,2563,264901428,103356,78238,24881,10.4,"Houston-The Woodlands-Sugar Land, TX"
Oct-1993,2535,263855475,104085,79059,24654,10.1,"Houston-The Woodlands-Sugar Land, TX"
Nov-1993,2394,246749580,103070,79470,23849,9.7,"Houston-The Woodlands-Sugar Land, TX"
Dec-1993,2741,297894621,108681,78136,21869,8.8,"Houston-The Woodlands-Sugar Land, TX"
Jan-1994,1705,178308900,104580,74133,23254,9.3,"Houston-The Woodlands-Sugar Land, TX"
Feb-1994,1948,203242632,104334,76904,23786,9.5,"Houston-The Woodlands-Sugar Land, TX"
Mar-1994,2762,286609978,103769,77007,24675,9.7,"Houston-The Woodlands-Sugar Land, TX"
Apr-1994,2803,289496643,103281,78136,25084,9.7,"Houston-The Woodlands-Sugar Land, TX"
May-1994,3090,318223650,102985,78854,25835,9.8,"Houston-The Woodlands-Sugar Land, TX"
Jun-1994,3316,361898292,109137,80188,25858,9.7,"Houston-The Woodlands-Sugar Land, TX"
Jul-1994,2896,300793040,103865,79367,26009,9.8,"Houston-The Woodlands-Sugar Land, TX"
Aug-1994,3126,343478628,109878,79367,25663,9.7,"Houston-The Woodlands-Sugar Land, TX"
Sep-1994,2595,264757470,102026,75775,25323,9.5,"Houston-The Woodlands-Sugar Land, TX"
Oct-1994,2322,227530458,97989,74133,24395,9.2,"Houston-The Woodlands-Sugar Land, TX"
Nov-1994,2278,222079942,97489,73107,22978,8.7,"Houston-The Woodlands-Sugar Land, TX"
Dec-1994,2440,258996240,106146,75468,21374,8.2,"Houston-The Woodlands-Sugar Land, TX"
Jan-1995,1564,163486484,104531,74749,22486,8.7,"Houston-The Woodlands-Sugar Land, TX"
Feb-1995,1853,189613784,102328,74133,23400,9,"Houston-The Woodlands-Sugar Land, TX"
Mar-1995,2495,256648175,102865,75160,24127,9.4,"Houston-The Woodlands-Sugar Land, TX"
Apr-1995,2257,229670063,101759,75570,24373,9.7,"Houston-The Woodlands-Sugar Land, TX"
May-1995,3151,317869729,100879,73825,24444,9.7,"Houston-The Woodlands-Sugar Land, TX"
Jun-1995,3328,356964608,107261,78854,24330,9.6,"Houston-The Woodlands-Sugar Land, TX"
Jul-1995,3268,335270656,102592,78649,24255,9.5,"Houston-The Woodlands-Sugar Land, TX"
Aug-1995,3631,393190097,108287,81933,23532,9.1,"Houston-The Woodlands-Sugar Land, TX"
Sep-1995,2833,287965951,101647,77315,23042,8.8,"Houston-The Woodlands-Sugar Land, TX"
Oct-1995,2741,283762025,103525,75673,22608,8.5,"Houston-The Woodlands-Sugar Land, TX"
Nov-1995,2528,254498816,100672,78341,21857,8.2,"Houston-The Woodlands-Sugar Land, TX"
Dec-1995,2615,282378160,107984,78957,20418,7.6,"Houston-The Woodlands-Sugar Land, TX"
Jan-1996,1839,182335011,99149,75775,21381,7.9,"Houston-The Woodlands-Sugar Land, TX"
Feb-1996,2312,248551560,107505,79675,22102,8,"Houston-The Woodlands-Sugar Land, TX"
Mar-1996,3021,323219811,106991,80496,22743,8.1,"Houston-The Woodlands-Sugar Land, TX"
Apr-1996,3098,338939788,109406,81625,23392,8.2,"Houston-The Woodlands-Sugar Land, TX"
May-1996,3578,402757570,112565,82446,23763,8.2,"Houston-The Woodlands-Sugar Land, TX"
Jun-1996,3292,377167732,114571,83165,23869,8.2,"Houston-The Woodlands-Sugar Land, TX"
Jul-1996,3656,412484544,112824,84807,23976,8.2,"Houston-The Woodlands-Sugar Land, TX"
Aug-1996,3651,410332239,112389,83575,23160,7.9,"Houston-The Woodlands-Sugar Land, TX"
Sep-1996,2837,314274349,110777,81933,22631,7.7,"Houston-The Woodlands-Sugar Land, TX"
Oct-1996,2867,318480695,111085,81009,22173,7.5,"Houston-The Woodlands-Sugar Land, TX"
Nov-1996,2560,278236160,108686,80599,21339,7.2,"Houston-The Woodlands-Sugar Land, TX"
Dec-1996,2946,352783500,119750,87578,19662,6.6,"Houston-The Woodlands-Sugar Land, TX"
Jan-1997,1964,227772936,115974,83575,20066,6.7,"Houston-The Woodlands-Sugar Land, TX"
Feb-1997,2324,259272412,111563,84499,20466,6.9,"Houston-The Woodlands-Sugar Land, TX"
Mar-1997,2888,328977856,113912,85422,21163,7.1,"Houston-The Woodlands-Sugar Land, TX"
Apr-1997,3122,356800892,114286,84088,21501,7.2,"Houston-The Woodlands-Sugar Land, TX"
May-1997,3679,433853433,117927,87988,21745,7.3,"Houston-The Woodlands-Sugar Land, TX"
Jun-1997,3884,477199892,122863,91683,21397,7.1,"Houston-The Woodlands-Sugar Land, TX"
Jul-1997,4106,509341088,124048,91169,21131,6.9,"Houston-The Woodlands-Sugar Land, TX"
Aug-1997,3918,488782254,124753,90656,20450,6.6,"Houston-The Woodlands-Sugar Land, TX"
Sep-1997,3503,422398746,120582,89220,19557,6.2,"Houston-The Woodlands-Sugar Land, TX"
Oct-1997,3535,415970520,117672,87783,18635,5.8,"Houston-The Woodlands-Sugar Land, TX"
Nov-1997,2802,327834000,117000,85935,18498,5.7,"Houston-The Woodlands-Sugar Land, TX"
Dec-1997,3589,447580601,124709,92709,17497,5.3,"Houston-The Woodlands-Sugar Land, TX"
Jan-1998,2240,257210240,114826,86141,16997,5.2,"Houston-The Woodlands-Sugar Land, TX"
Feb-1998,2974,356118656,119744,90451,16837,5,"Houston-The Woodlands-Sugar Land, TX"
Mar-1998,3989,492517841,123469,91785,16924,4.9,"Houston-The Woodlands-Sugar Land, TX"
Apr-1998,3968,484365824,122068,91272,16641,4.7,"Houston-The Woodlands-Sugar Land, TX"
May-1998,4385,575088365,131149,94659,16486,4.6,"Houston-The Woodlands-Sugar Land, TX"
Jun-1998,5064,677897424,133866,98969,16419,4.5,"Houston-The Woodlands-Sugar Land, TX"
Jul-1998,5053,676915039,133963,97738,16374,4.4,"Houston-The Woodlands-Sugar Land, TX"
Aug-1998,4594,583479346,127009,97327,15997,4.2,"Houston-The Woodlands-Sugar Land, TX"
Sep-1998,3863,484037763,125301,92196,15403,4,"Houston-The Woodlands-Sugar Land, TX"
Oct-1998,3590,456299770,127103,93427,15144,3.9,"Houston-The Woodlands-Sugar Land, TX"
Nov-1998,3397,423079365,124545,92606,14307,3.7,"Houston-The Woodlands-Sugar Land, TX"
Dec-1998,4027,521178367,129421,96096,13498,3.4,"Houston-The Woodlands-Sugar Land, TX"
Jan-1999,2448,290012112,118469,89527,13748,3.5,"Houston-The Woodlands-Sugar Land, TX"
Feb-1999,3129,398775405,127445,95377,13844,3.5,"Houston-The Woodlands-Sugar Land, TX"
Mar-1999,4309,564556562,131018,97943,13938,3.5,"Houston-The Woodlands-Sugar Land, TX"
Apr-1999,4282,571248774,133407,98969,14005,3.5,"Houston-The Woodlands-Sugar Land, TX"
May-1999,4562,634460150,139075,104511,14333,3.6,"Houston-The Woodlands-Sugar Land, TX"
Jun-1999,5442,795152388,146114,107385,14871,3.7,"Houston-The Woodlands-Sugar Land, TX"
Jul-1999,5083,716128621,140887,105948,15438,3.8,"Houston-The Woodlands-Sugar Land, TX"
Aug-1999,4946,692776328,140068,101330,15627,3.8,"Houston-The Woodlands-Sugar Land, TX"
Sep-1999,4071,558773247,137257,101330,15703,3.8,"Houston-The Woodlands-Sugar Land, TX"
Oct-1999,3871,506160347,130757,97943,15850,3.8,"Houston-The Woodlands-Sugar Land, TX"
Nov-1999,3580,490739240,137078,100919,15381,3.7,"Houston-The Woodlands-Sugar Land, TX"
Dec-1999,4002,571889802,142901,102561,14642,3.5,"Houston-The Woodlands-Sugar Land, TX"
Jan-2000,2564,367941692,143503,102151,15264,3.7,"Houston-The Woodlands-Sugar Land, TX"
Feb-2000,3564,517303908,145147,110156,15429,3.7,"Houston-The Woodlands-Sugar Land, TX"
Mar-2000,4576,684711456,149631,109334,15554,3.7,"Houston-The Woodlands-Sugar Land, TX"
Apr-2000,4219,627167007,148653,110669,16212,3.9,"Houston-The Woodlands-Sugar Land, TX"
May-2000,5042,782649492,155226,112619,16958,4,"Houston-The Woodlands-Sugar Land, TX"
Jun-2000,5468,858448660,156995,117955,17456,4.1,"Houston-The Woodlands-Sugar Land, TX"
Jul-2000,4843,744538605,153735,118366,17889,4.2,"Houston-The Woodlands-Sugar Land, TX"
Aug-2000,4964,773698968,155862,114568,18032,4.3,"Houston-The Woodlands-Sugar Land, TX"
Sep-2000,4120,649736360,157703,115903,18056,4.3,"Houston-The Woodlands-Sugar Land, TX"
Oct-2000,3933,600470775,152675,112311,18250,4.3,"Houston-The Woodlands-Sugar Land, TX"
Nov-2000,3605,552033650,153130,115184,17688,4.2,"Houston-The Woodlands-Sugar Land, TX"
Dec-2000,3818,612094124,160318,119392,16793,4,"Houston-The Woodlands-Sugar Land, TX"
Jan-2001,2695,397437040,147472,111798,17595,4.2,"Houston-The Woodlands-Sugar Land, TX"
Feb-2001,3378,520323474,154033,114363,18126,4.3,"Houston-The Woodlands-Sugar Land, TX"
Mar-2001,4534,715274772,157758,116313,18986,4.5,"Houston-The Woodlands-Sugar Land, TX"
Apr-2001,4541,725511029,159769,122471,19806,4.7,"Houston-The Woodlands-Sugar Land, TX"
May-2001,5255,828676715,157693,122676,20213,4.7,"Houston-The Woodlands-Sugar Land, TX"
Jun-2001,5319,881735949,165771,127807,20395,4.8,"Houston-The Woodlands-Sugar Land, TX"
Jul-2001,5245,875505890,166922,127807,20291,4.7,"Houston-The Woodlands-Sugar Land, TX"
Aug-2001,5361,855712098,159618,124421,20371,4.7,"Houston-The Woodlands-Sugar Land, TX"
Sep-2001,3913,607790638,155326,119802,20429,4.8,"Houston-The Woodlands-Sugar Land, TX"
Oct-2001,3949,597076953,151197,117134,20488,4.8,"Houston-The Woodlands-Sugar Land, TX"
Nov-2001,3730,572334930,153441,120521,19695,4.6,"Houston-The Woodlands-Sugar Land, TX"
Dec-2001,4147,686958844,165652,128628,18527,4.3,"Houston-The Woodlands-Sugar Land, TX"
Jan-2002,3316,493082568,148698,119392,19397,4.4,"Houston-The Woodlands-Sugar Land, TX"
Feb-2002,3744,591552000,158000,125139,19639,4.4,"Houston-The Woodlands-Sugar Land, TX"
Mar-2002,4475,750963175,167813,127910,20094,4.5,"Houston-The Woodlands-Sugar Land, TX"
Apr-2002,4881,821979924,168404,128423,21043,4.7,"Houston-The Woodlands-Sugar Land, TX"
May-2002,5462,926928710,169705,130578,21940,4.9,"Houston-The Woodlands-Sugar Land, TX"
Jun-2002,5283,930473658,176126,133760,23139,5.2,"Houston-The Woodlands-Sugar Land, TX"
Jul-2002,5430,937581810,172667,132426,24146,5.4,"Houston-The Woodlands-Sugar Land, TX"
Aug-2002,5071,848834690,167390,131297,24784,5.6,"Houston-The Woodlands-Sugar Land, TX"
Sep-2002,4367,737245674,168822,131502,25012,5.6,"Houston-The Woodlands-Sugar Land, TX"
Oct-2002,4349,714988647,164403,127397,25342,5.6,"Houston-The Woodlands-Sugar Land, TX"
Nov-2002,3738,618212868,165386,130784,25023,5.5,"Houston-The Woodlands-Sugar Land, TX"
Dec-2002,4569,825522351,180679,137146,24040,5.3,"Houston-The Woodlands-Sugar Land, TX"
Jan-2003,3325,523980100,157588,127089,25508,5.6,"Houston-The Woodlands-Sugar Land, TX"
Feb-2003,3718,589053894,158433,128218,25951,5.7,"Houston-The Woodlands-Sugar Land, TX"
Mar-2003,4564,759518060,166415,129757,26704,5.9,"Houston-The Woodlands-Sugar Land, TX"
Apr-2003,4743,795571848,167736,132323,27328,6,"Houston-The Woodlands-Sugar Land, TX"
May-2003,5606,954197260,170210,132118,28176,6.2,"Houston-The Woodlands-Sugar Land, TX"
Jun-2003,5788,1025934576,177252,138891,29325,6.4,"Houston-The Woodlands-Sugar Land, TX"
Jul-2003,5925,1088221050,183666,142175,29919,6.4,"Houston-The Woodlands-Sugar Land, TX"
Aug-2003,5754,998779320,173580,137454,29754,6.3,"Houston-The Woodlands-Sugar Land, TX"
Sep-2003,5158,881935472,170984,133041,30168,6.3,"Houston-The Woodlands-Sugar Land, TX"
Oct-2003,4971,852253095,171445,128731,29997,6.2,"Houston-The Woodlands-Sugar Land, TX"
Nov-2003,3870,674010810,174163,130476,29463,6.1,"Houston-The Woodlands-Sugar Land, TX"
Dec-2003,5302,966088024,182212,135299,27350,5.6,"Houston-The Woodlands-Sugar Land, TX"
Jan-2004,3327,532779126,160138,124729,28994,5.9,"Houston-The Woodlands-Sugar Land, TX"
Feb-2004,4177,706055018,169034,130886,29528,6,"Houston-The Woodlands-Sugar Land, TX"
Mar-2004,5535,936444510,169186,130886,31133,6.2,"Houston-The Woodlands-Sugar Land, TX"
Apr-2004,5706,1011399912,177252,134786,32229,6.3,"Houston-The Woodlands-Sugar Land, TX"
May-2004,5848,1072546592,183404,137454,33099,6.5,"Houston-The Woodlands-Sugar Land, TX"
Jun-2004,6801,1268468112,186512,142073,33549,6.5,"Houston-The Woodlands-Sugar Land, TX"
Jul-2004,6315,1121247195,177553,136428,34076,6.5,"Houston-The Woodlands-Sugar Land, TX"
Aug-2004,6216,1087085160,174885,136428,34020,6.5,"Houston-The Woodlands-Sugar Land, TX"
Sep-2004,5354,955448070,178455,134478,34010,6.4,"Houston-The Woodlands-Sugar Land, TX"
Oct-2004,5068,871630116,171987,132323,33901,6.4,"Houston-The Woodlands-Sugar Land, TX"
Nov-2004,4686,819459564,174874,132220,32848,6.1,"Houston-The Woodlands-Sugar Land, TX"
Dec-2004,5731,1054641544,184024,138378,30799,5.7,"Houston-The Woodlands-Sugar Land, TX"
Jan-2005,3485,595959395,171007,132220,32267,6,"Houston-The Woodlands-Sugar Land, TX"
Feb-2005,4404,777486564,176541,136531,32936,6.1,"Houston-The Woodlands-Sugar Land, TX"
Mar-2005,5797,1033912341,178353,136736,33864,6.2,"Houston-The Woodlands-Sugar Land, TX"
Apr-2005,5972,1102090796,184543,137249,34951,6.4,"Houston-The Woodlands-Sugar Land, TX"
May-2005,6926,1293956876,186826,142894,35621,6.4,"Houston-The Woodlands-Sugar Land, TX"
Jun-2005,7220,1382680540,191507,145562,35982,6.4,"Houston-The Woodlands-Sugar Land, TX"
Jul-2005,6953,1324018072,190424,145049,35993,6.4,"Houston-The Woodlands-Sugar Land, TX"
Aug-2005,7180,1349150720,187904,144125,35611,6.2,"Houston-The Woodlands-Sugar Land, TX"
Sep-2005,5412,1018246152,188146,144843,34416,6,"Houston-The Woodlands-Sugar Land, TX"
Oct-2005,5644,1053887188,186727,142175,33904,5.9,"Houston-The Woodlands-Sugar Land, TX"
Nov-2005,5124,981041040,191460,145151,32806,5.6,"Houston-The Woodlands-Sugar Land, TX"
Dec-2005,6280,1225994160,195222,148538,30655,5.2,"Houston-The Woodlands-Sugar Land, TX"
Jan-2006,3985,706763660,177356,138173,31712,5.4,"Houston-The Woodlands-Sugar Land, TX"
Feb-2006,5137,979389598,190654,143304,31882,5.3,"Houston-The Woodlands-Sugar Land, TX"
Mar-2006,7106,1356464340,190890,142996,32874,5.4,"Houston-The Woodlands-Sugar Land, TX"
Apr-2006,6284,1211863116,192849,146075,33296,5.5,"Houston-The Woodlands-Sugar Land, TX"
May-2006,7776,1562828256,200981,152130,33909,5.5,"Houston-The Woodlands-Sugar Land, TX"
Jun-2006,8345,1753501470,210126,156235,34792,5.6,"Houston-The Woodlands-Sugar Land, TX"
Jul-2006,7233,1465630023,202631,155927,35775,5.7,"Houston-The Woodlands-Sugar Land, TX"
Aug-2006,7554,1496968626,198169,152335,36100,5.7,"Houston-The Woodlands-Sugar Land, TX"
Sep-2006,6429,1266686583,197027,150283,36196,5.6,"Houston-The Woodlands-Sugar Land, TX"
Oct-2006,6093,1143388008,187656,145664,36182,5.6,"Houston-The Woodlands-Sugar Land, TX"
Nov-2006,5757,1107514389,192377,147614,35502,5.5,"Houston-The Woodlands-Sugar Land, TX"
Dec-2006,6627,1361603301,205463,153464,33451,5.1,"Houston-The Woodlands-Sugar Land, TX"
Jan-2007,4491,806318631,179541,142175,34320,5.2,"Houston-The Woodlands-Sugar Land, TX"
Feb-2007,5342,1041871628,195034,148025,34955,5.3,"Houston-The Woodlands-Sugar Land, TX"
Mar-2007,6552,1338167376,204238,152438,37065,5.7,"Houston-The Woodlands-Sugar Land, TX"
Apr-2007,6585,1340989155,203643,150180,39001,5.9,"Houston-The Woodlands-Sugar Land, TX"
May-2007,7665,1623546645,211813,155209,40380,6.2,"Houston-The Woodlands-Sugar Land, TX"
Jun-2007,7686,1665879012,216742,160032,41283,6.4,"Houston-The Woodlands-Sugar Land, TX"
Jul-2007,7303,1521791837,208379,155825,41436,6.4,"Houston-The Woodlands-Sugar Land, TX"
Aug-2007,7598,1612424766,212217,158390,41624,6.4,"Houston-The Woodlands-Sugar Land, TX"
Sep-2007,5397,1088715222,201726,150796,41555,6.5,"Houston-The Woodlands-Sugar Land, TX"
Oct-2007,5655,1114447815,197073,147306,40848,6.4,"Houston-The Woodlands-Sugar Land, TX"
Nov-2007,5333,1070903731,200807,149770,39584,6.2,"Houston-The Woodlands-Sugar Land, TX"
Dec-2007,5503,1179766158,214386,155722,37614,6,"Houston-The Woodlands-Sugar Land, TX"
Jan-2008,3926,745716218,189943,140123,38304,6.2,"Houston-The Woodlands-Sugar Land, TX"
Feb-2008,4869,988051563,202927,151925,38618,6.3,"Houston-The Woodlands-Sugar Land, TX"
Mar-2008,5610,1145735910,204231,152746,39411,6.5,"Houston-The Woodlands-Sugar Land, TX"
Apr-2008,5849,1200144612,205188,151206,39729,6.6,"Houston-The Woodlands-Sugar Land, TX"
May-2008,6558,1395975228,212866,156851,39833,6.7,"Houston-The Woodlands-Sugar Land, TX"
Jun-2008,6751,1526387598,226098,161264,39990,6.8,"Houston-The Woodlands-Sugar Land, TX"
Jul-2008,6497,1442652353,222049,161059,39553,6.8,"Houston-The Woodlands-Sugar Land, TX"
Aug-2008,6045,1344347550,222390,160032,37717,6.7,"Houston-The Woodlands-Sugar Land, TX"
Sep-2008,3933,817804422,207934,156338,36135,6.5,"Houston-The Woodlands-Sugar Land, TX"
Oct-2008,4554,876726972,192518,142586,34819,6.4,"Houston-The Woodlands-Sugar Land, TX"
Nov-2008,3607,671601758,186194,138070,33003,6.2,"Houston-The Woodlands-Sugar Land, TX"
Dec-2008,4816,917500976,190511,145972,30145,5.7,"Houston-The Woodlands-Sugar Land, TX"
Jan-2009,3004,496423016,165254,131297,30162,5.8,"Houston-The Woodlands-Sugar Land, TX"
Feb-2009,3659,658005288,179832,138378,30507,6,"Houston-The Woodlands-Sugar Land, TX"
Mar-2009,4594,882686566,192139,146280,30970,6.2,"Houston-The Woodlands-Sugar Land, TX"
Apr-2009,4464,860038704,192661,149872,30280,6.2,"Houston-The Woodlands-Sugar Land, TX"
May-2009,5054,1060177580,209770,156851,30157,6.4,"Houston-The Woodlands-Sugar Land, TX"
Jun-2009,5792,1272890464,219767,164650,30755,6.6,"Houston-The Woodlands-Sugar Land, TX"
Jul-2009,6118,1328756184,217188,162495,31151,6.7,"Houston-The Woodlands-Sugar Land, TX"
Aug-2009,5330,1116325860,209442,160032,30616,6.7,"Houston-The Woodlands-Sugar Land, TX"
